collocation;frequency1;frequency2;frequency;doc_freq;Words_in_dict;TF_IDF;TF-RIDF;NOUN_1;ADJF_1;ADJS_1;COMP_1;VERB_1;INFN_1;PRTF_1;GRND_1;NUMR_1;ADVB_1;NPRO_1;PRED_1;PREP_1;CONJ_1;PRCL_1;INTJ_1;None_1;NOUN_2;ADJF_2;ADJS_2;COMP_2;VERB_2;INFN_2;PRTF_2;GRND_2;NUMR_2;ADVB_2;NPRO_2;PRED_2;PREP_2;CONJ_2;PRCL_2;INTJ_2;None_2;MI;MI3;T-score;minimum-sens;log_dice;raw_freq;log_likehood;dice;chi_sq;pmi;jaccard;phi;mi_like;poison_stirling;student_t;Words Class;MY_COMBINATION;ALLA_COMBINATION;collections_kolichestvo;class
снять запрет;8;12;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.047619047619047616;0;0;0.024390243902439025;0;0;0;1.0;1;-93311.44828264612;-110166.22031249135;1;0
защищать диссертация;5;2;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;1;-93806.20675710341;-110660.97878694865;1;0
проводить сравнение;99;421;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-94300.96523156071;-111155.73726140596;1;0
устанавливать контакт;105;6;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;2.7591154275939134e-06;0;0;0;0;0.015151515151515152;0;0;0;1.414213562373095;1;-94795.723706018;-111650.49573586324;1;0
познакомиться c;26;0;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.024390243902439025;0;0;0;1.0;1;-95290.4821804753;-112145.25421032053;1;0
делать поправка;282;3;0;0.0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;1;-95785.24065493261;-112640.01268477783;1;0
сделать ошибка;370;1459;1;0.043478260869565216;1;1.3617278360175928;-0.009406977738234845;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.42521712778923565;0.42521712778923565;0.2552733593609888;0.0006854009595613434;-9.836839359748717;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-92915.64150308029;-78666.59743871015;2;0
делать попытка;282;169;0;0.0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.1;0;0;0;1.0;1;-96279.9991293899;-113134.77115923511;1;0
сделать усилие;370;48;0;0.0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-96774.75760384719;-113629.52963369242;1;0
дать обещание;3851;0;0;0.0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-97269.5160783045;-114124.28810814973;1;0
сделать запрос;370;579;0;0.0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.047619047619047616;0;0;0.024390243902439025;0;0;0;1.0;1;-97764.2745527618;-114619.04658260703;1;0
уславливаться с;0;10637;0;0.0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-98259.03302721908;-115113.80505706432;1;0
произносить речь;1;84;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.047619047619047616;0;0;0.024390243902439025;0;0;0;1.0;1;-98753.79150167639;-115608.56353152164;1;0
делать заявление;282;2;0;0.0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.047619047619047616;0;0;0.024390243902439025;0;0;0;1.0;1;-99248.54997613368;-116103.32200597892;1;0
прилагать усилие;3;48;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;2.7591154275939134e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.414213562373095;1;-99743.30845059098;-116598.08048043621;1;0
наводить справка;2;16;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;2.7591154275939134e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-100238.06692504828;-117092.83895489351;1;0
делать заметка;282;0;0;0.0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.047619047619047616;0;0;0.024390243902439025;0;0;0;1.0;1;-100732.82539950557;-117587.59742935079;1;0
делать запись;282;1092;0;0.0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.047619047619047616;0;0;0.024390243902439025;0;0;0;1.0;1;-101227.58387396287;-118082.3559038081;1;0
делать успех;282;51;0;0.0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-83911.03726795748;-100765.80929780273;1;0
принимать мера;235;180;2;0.08695652173913043;1;2.1213956807072236;-0.037491097279907404;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.098992713328764;7.098992713328764;1.3729501401812663;0.00851063829787234;-6.696967526234287;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;1;-60063.6787991158;-51289.961852073066;2;0
освобождать место;57;456;0;0.0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.16666666666666666;0;0;0;1.0;1;-101722.34234842016;-118577.1143782654;1;0
ставить условие;34;458;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;2.7591154275939134e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-102217.10082287746;-119071.87285272269;1;0
соответствовать требование;360;509;2;0.08695652173913043;0;2.1213956807072236;-0.037491097279907404;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.9839878138180684;4.983987813818069;1.2354639292187046;0.003929273084479371;-7.7632123668144;2.7591154275939134e-06;0;0;0;0;0.015151515151515152;0;0;0;1.414213562373095;1;-72729.49574522258;-60195.61439230441;2;0
удовлетворять требование;88;509;5;0.13043478260869565;0;4.423032906489652;0.8774883543857603;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.338337386397808;10.982193576172532;2.208433241106182;0.009823182711198428;-5.899659026377443;2.7591154275939134e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;1;-45913.586429637115;-35952.449143896876;4;0
служить препятствие;346;12;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;1;-102711.85929733475;-119566.63132718;1;0
устанавливать правило;105;911;1;0.043478260869565216;0;1.3617278360175928;-0.009406977738234845;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.9218099947552654;2.9218099947552654;0.8680384068867522;0.0010976948408342481;-8.988684686772165;2.7591154275939134e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;1;-84999.50591176352;-74378.69066008025;1;0
выдержать экзамен;1;1;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.18181818181818182;0;0;0.1;0;0;0;1.0;1;-103206.61777179205;-120061.38980163728;1;0
выдержать испытание;1;9;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.18181818181818182;0;0;0.1;0;0;0;1.0;1;-103701.37624624935;-120556.14827609458;1;0
внимание на;230;8849;62;0.4782608695652174;1;19.860779353280805;17.979055201043142;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4.464770301407677;16.37316292218143;7.517420419047917;0.007006441405808566;-6.194121375922428;2.7591154275939134e-06;0;0;0;0;0.0024813895781637717;0;0;0;1.414213562373095;0;-41163.90507484707;-19130.661012348795;4;0
наносить визит;1;1;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;2.7591154275939134e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.414213562373095;1;-104196.13472070666;-121050.90675055188;1;0
подготовить почва;37;0;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;2.7591154275939134e-06;0;0;0;0;0.015151515151515152;0;0;0;1.414213562373095;1;-104690.89319516394;-121545.66522500916;1;0
проложить путь;0;104;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;2.7591154275939134e-06;0;0;0;0;0.03076923076923077;0;0;0;1.414213562373095;1;-105185.65166962123;-122040.42369946647;1;0
играть роль;74;245;19;0.391304347826087;2;7.742221204987091;2.990750275199578;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.569198965035504;18.065053991922674;4.353160939132885;0.07755102040816327;-3.069485100321284;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-25034.7788075392;-12863.72033588971;4;1
делиться опыт;50;51;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.18181818181818182;0;0;0.1;0;0;0;1.0;1;-105680.41014407852;-122535.18217392376;1;0
преследовать цель;6;260;0;0.0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.08333333333333333;0;0;0.043478260869565216;0;0;0;1.0;1;-106175.16861853583;-123029.94064838106;1;0
проводить политика;99;21;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;2.7591154275939134e-06;0;0;0;0;0.015151515151515152;0;0;0;1.414213562373095;1;-106669.92709299312;-123524.69912283837;1;0
положить конец;42;476;1;0.043478260869565216;0;1.3617278360175928;-0.009406977738234845;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.180227570136735;5.180227570136735;0.9724198821857712;0.0021008403361344537;-8.016808287686555;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-73026.35082989695;-66792.39405173501;1;0
начать работать;212;727;8;0.2608695652173913;0;4.668612685071594;0.41277054942672553;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5.233630747740645;11.233630747740644;2.753253558766362;0.011004126547455296;-5.874981347653774;2.7591154275939134e-06;0;0.05970149253731343;0;0;0.03076923076923077;0;0;0;1.414213562373095;1;-45319.87626028836;-31499.62287378121;2;0
придавать форма;10;458;0;0.0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.13333333333333333;0;0;0.07142857142857142;0;0;0;1.0;1;-107164.68556745043;-124019.45759729565;1;0
подвергать испытание;4;9;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.18181818181818182;0;0;0.1;0;0;0;1.0;1;-107659.44404190771;-124514.21607175295;1;0
поднимать вопрос;7;326;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;1;-108154.20251636503;-125008.97454621024;1;0
оказывать услуга;53;53;0;0.0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.03773584905660377;0;0;0.019230769230769232;0;0;0;1.0;1;-108648.96099082232;-125503.73302066753;1;0
оказывать помощь;53;1170;0;0.0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.019230769230769232;0;0;0;1.0;1;-109143.7194652796;-125998.49149512484;1;0
подвергаться риска;25;57;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-109638.47793973688;-126493.24996958213;1;0
поставить задача;72;916;10;0.2608695652173913;2;5.835765856339492;1.3085225216164793;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.780162061571544;13.424018251346268;3.133505806423097;0.010917030567685589;-5.626439136697315;1.3795577137969567e-06;0;0.047619047619047616;0;0;0.024390243902439025;0;0;0;1.0;1;-38690.11270256059;-27871.394061094372;3;1
придавать значение;10;3760;1;0.043478260869565216;1;1.3617278360175928;-0.009406977738234845;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.268917714771076;4.268917714771076;0.9481286299612344;0.00026595744680851064;-10.880348808156027;1.3795577137969567e-06;0;0.047619047619047616;0;0;0.024390243902439025;0;0;0;1.0;1;-86978.53980959272;-77512.16099830979;1;0
положить предел;42;90;0;0.0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;1;-110133.2364141942;-126988.00844403944;1;0
решать вопрос;150;326;2;0.08695652173913043;0;2.1213956807072236;-0.037491097279907404;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.8898159114964805;6.8898159114964805;1.3665118757258035;0.006134969325153374;-6.894817763307944;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-62735.37456118519;-53763.75422435955;3;0
разделять взгляд;255;49;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;2.7591154275939134e-06;0;0;0;0;0.0273972602739726;0;0;0;1.414213562373095;1;-110627.99488865149;-127482.76691849674;1;0
разрешать проблема;52;709;1;0.043478260869565216;0;1.3617278360175928;-0.009406977738234845;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.29728122084283;4.29728122084283;0.9491384662077338;0.0014104372355430183;-8.571752643503546;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;1;-79161.35591316744;-70750.46184739341;1;0
быть ясный;5572;18;1;0.043478260869565216;1;1.3617278360175928;-0.009406977738234845;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.853458212179873;2.853458212179873;0.8616358795370205;0.00017946877243359656;-11.448632567730552;1.3795577137969567e-06;0;0.18181818181818182;0;0;0.1;0;0;0;1.0;1;-91728.22116438276;-80150.87286208203;1;0
быть очевидный;5572;51;0;0.0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.1;0;0;0;1.0;1;-111122.7533631088;-127977.52539295402;1;0
понести потеря;0;93;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;2.7591154275939134e-06;0;0;0;0;0.0031446540880503146;0;0;0;1.414213562373095;1;-111617.51183756608;-128472.28386741132;1;0
принять решение;161;746;5;0.13043478260869565;2;4.423032906489652;0.8774883543857603;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.915342152740946;9.559198342515671;2.161967744215038;0.006702412868632708;-6.50303064564116;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-54819.23896986846;-42549.228803327496;1;1
произвести инвентаризация;74;0;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;2.7591154275939134e-06;0;0;0;0;0.00411522633744856;0;0;0;1.0;1;-112112.2703120234;-128967.04234186863;1;0
сдавать экзамен;1;1;1;0.043478260869565216;0;1.3617278360175928;-0.009406977738234845;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.467362756223437;19.467362756223437;0.9999986204422862;1.0;0.0;1.3795577137969567e-06;0;0.07692307692307693;0;0;0.04;0;0;0;1.0;1;-23946.310163733153;-24408.084739893297;1;0
сделать снимка;370;0;0;0.0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-112705.98048137217;-129461.80081632592;1;0
принять решение;161;746;5;0.13043478260869565;2;4.423032906489652;0.8774883543857603;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.915342152740946;9.559198342515671;2.161967744215038;0.006702412868632708;-6.50303064564116;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-54819.23896986846;-42549.228803327496;1;1
уделять внимание;5;230;2;0.08695652173913043;2;2.1213956807072236;-0.037491097279907404;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.299944610391702;12.299944610391702;1.4130917435664614;0.008695652173913044;-5.876516946564999;2.7591154275939134e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.414213562373095;1;-43736.64914202501;-39415.758465097955;2;1
принимать мера;235;180;2;0.08695652173913043;1;2.1213956807072236;-0.037491097279907404;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.098992713328764;7.098992713328764;1.3729501401812663;0.00851063829787234;-6.696967526234287;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;1;-60063.6787991158;-51289.961852073066;2;0
принимать форма;235;458;2;0.08695652173913043;2;2.1213956807072236;-0.037491097279907404;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.7516420215614947;5.751642021561495;1.3092210770183306;0.004366812227074236;-7.436711542137214;2.7591154275939134e-06;0;0.13333333333333333;0;0;0.07142857142857142;0;0;0;1.414213562373095;1;-69167.23472913005;-57886.74151150369;2;1
становиться чёткий;239;31;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;1;-113200.73895582944;-129956.5592907832;1;0
принимать мера;235;180;2;0.08695652173913043;1;2.1213956807072236;-0.037491097279907404;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.098992713328764;7.098992713328764;1.3729501401812663;0.00851063829787234;-6.696967526234287;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;1;-60063.6787991158;-51289.961852073066;2;0
воспользоваться случаем;98;23;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-113695.49743028675;-130451.3177652405;1;0
получить степень;734;156;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-114190.25590474403;-130946.07623969781;1;0
принимать участие;235;34;9;0.17391304347826086;2;6.837010602206675;2.4298120264912364;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.673307969850413;16.013157972735037;2.996325777955587;0.03829787234042553;-3.901537361114312;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-29883.411857220704;-20450.01694423492;4;1
иметь место;2159;456;32;0.43478260869565216;2;11.575290752562971;7.600382515151361;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.558325214036191;14.558325214036191;5.416759662012804;0.014821676702176934;-5.352595231134304;2.7591154275939134e-06;0;0;0;0;0.015151515151515152;0;0;0;1.414213562373095;1;-38393.257617886215;-19625.419486806095;4;1
производить инвентаризация;103;0;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;2.7591154275939134e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;1;-114685.01437920131;-131440.83471415512;1;0
критически оценивать;7;22;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;0;-115179.77285365862;-131935.59318861237;1;0
брать слово;43;1640;1;0.043478260869565216;1;1.3617278360175928;-0.009406977738234845;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.3616179020158947;3.3616179020158947;0.9027135900230386;0.0006097560975609756;-9.71681946132995;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-86582.7330300269;-76522.6440493952;1;0
принимать форма;235;458;2;0.08695652173913043;2;2.1213956807072236;-0.037491097279907404;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.7516420215614947;5.751642021561495;1.3092210770183306;0.004366812227074236;-7.436711542137214;2.7591154275939134e-06;0;0.13333333333333333;0;0;0.07142857142857142;0;0;0;1.414213562373095;1;-69167.23472913005;-57886.74151150369;2;1
проявлять инициатива;4;14;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-115674.53132811593;-132430.35166306968;1;0
