collocation;frequency1;frequency2;frequency;doc_freq;Words_in_dict;TF_IDF;TF-RIDF;NOUN_1;ADJF_1;ADJS_1;COMP_1;VERB_1;INFN_1;PRTF_1;GRND_1;NUMR_1;ADVB_1;NPRO_1;PRED_1;PREP_1;CONJ_1;PRCL_1;INTJ_1;None_1;NOUN_2;ADJF_2;ADJS_2;COMP_2;VERB_2;INFN_2;PRTF_2;GRND_2;NUMR_2;ADVB_2;NPRO_2;PRED_2;PREP_2;CONJ_2;PRCL_2;INTJ_2;None_2;MI;MI3;T-score;minimum-sens;log_dice;raw_freq;log_likehood;dice;chi_sq;pmi;jaccard;phi;mi_like;poison_stirling;student_t;Words Class;MY_COMBINATION;ALLA_COMBINATION;collections_kolichestvo;weirdness;cw;dw;otnosit_chastota;class
с внешний;10637;612;44;0.4782608695652174;1;14.094746637812184;11.042376702608749;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.2926028340539455;13.211466071328541;5.279357284553221;0.004136504653567736;-6.998077517095401;1.3795577137969567e-06;0;0.15384615384615385;0;0;0.08333333333333333;0;0;0;1.0;1;-148526.49403208043;-128802.12285038286;4;3.9149935210293934;114.71756403132296;33.265419652293765;1;0
заключаться в;145;27729;135;0.6521739130434783;1;25.060937889858074;24.895127300380974;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4.605161294777671;18.758792488879333;11.141557969699152;0.004868549172346641;-6.689816830727276;1.3795577137969567e-06;0;0.08333333333333333;0;0;0.043478260869565216;0;0;0;1.0;1;-94399.91692645216;-69760.9448984788;4;6.0607982343737685;136.6559937378801;46.93680720482792;1;0
бедренный костя;0;1;0;0.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.1;0;0;0;1.0;0;-209876.54486478516;-256119.97027739382;1;1.8791968900941087;42.55215359583138;13.2671580792275;1;0
в время;27729;1514;278;0.782608695652174;2;29.594581994171723;29.5939019583193;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.2630463704795507;18.500928515926567;13.199749974528649;0.010025604962313823;-5.716862629850521;1.3795577137969567e-06;0;0.02666666666666667;0;0;0.013513513513513514;0;0;0;1.0;1;-91530.31777459985;-53104.07625841649;4;0.5458265373382405;127.87932077043355;12.901547136228334;0;1
в вода;27729;2;0;0.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.0011911852293031567;0;0;0.0005959475566150178;0;0;0;1.0;1;-210371.30333924247;-256614.72875185113;3;0.6632459612096855;120.46985738136783;13.929375775419029;0;0
который обеспечивать;5920;363;22;0.34782608695652173;0;10.090032678564285;5.457286713964643;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2.891587176348673;11.810450413623267;4.0583578578278265;0.0037162162162162164;-7.157806246108807;1.3795577137969567e-06;0;0.031746031746031744;0;0;0.016129032258064516;0;0;0;1.0;0;-154265.69233578505;-144964.23301598788;4;31.946347131599854;116.86857986185078;59.56527325235228;1;0
далее литр;379;102;2;0.043478260869565216;0;2.7234556720351857;0.5645688940480547;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.2288833760808515;7.2288833760808515;1.3765028915671442;0.005277044854881266;-6.909893083770042;1.3795577137969567e-06;0;0;0;0;0.00411522633744856;0;0;0;1.0;0;-154661.4991153509;-172505.7880941107;2;0;105.05469996259465;59.1892746107961;1;0
из следующий;4846;2034;80;0.4782608695652174;1;25.626812068749423;24.537696447667553;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.5566081978019546;15.200464387576679;7.423972108505599;0.01650846058605035;-5.426264754702098;1.3795577137969567e-06;0;0.08333333333333333;0;0;0.043478260869565216;0;0;0;1.0;1;-98555.88811189347;-73224.25421967987;4;83.62426160918784;120.4653822839482;71.70375406766848;1;0
набор дать;981;3851;40;0.5652173913043478;1;9.911379348430247;6.555358377664803;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2.940164117094577;13.584020306869302;5.500507520373208;0.01038691249026227;-5.916476644437717;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;0;-119731.55081866574;-105548.47455088992;1;0;115.96745064233252;74.7236956252411;1;0
переходить в;79;27729;28;0.391304347826087;1;11.409589144191504;7.1416004885163655;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3.211828961622276;12.826538805737485;4.720389475707233;0.0010097731616718958;-8.955857444756797;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-165744.08894319434;-152055.7711498758;4;2.226848314761519;121.74774738987267;27.817924698712012;1;0
который определить;5920;932;44;0.391304347826087;0;17.92935436944379;14.876984434240356;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2.5312267696901434;13.450090006964738;5.485753648318001;0.007432432432432433;-6.2828778174467015;1.3795577137969567e-06;0;0.031746031746031744;0;0;0.016129032258064516;0;0;0;1.0;0;-132595.27115455543;-114289.20759963548;3;11.040281729302889;99.88981019387116;38.85316651371189;1;0
только у;1877;602;3;0.13043478260869565;0;2.6538197438937914;-0.08404719628677548;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.9444926453540184;4.114417646796331;0.8320559863293525;0.0015982951518380393;-8.690580055365565;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;0;-210668.15842391684;-201201.7796126339;2;0.6971214269703954;106.53771473787282;12.917254047212435;0;0
система организм;4529;6;0;0.0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.047619047619047616;0;0;0.024390243902439025;0;0;0;1.0;0;-210866.06181369978;-257109.4872263084;1;0;67.35566916908991;28.468568284651163;1;0
мы не;2546;6836;130;0.5217391304347826;1;36.73105669609585;36.53254641708302;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2.436777183674396;16.481512809731306;9.295898344901138;0.019016968987712112;-5.173311972467527;1.3795577137969567e-06;0;0;0;0;0.1;0;0;0;1.0;0;-89353.38048698775;-59206.097443389815;4;0.32776689943501897;121.50778225878321;8.428866848974504;0;0
брать начать;43;212;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;2.7591154275939134e-06;0;0;0;0;0.03076923076923077;0;0;0;1.414213562373095;1;-211360.8202881571;-257604.24570076572;1;6.107389892805854;73.23410719957428;24.337804601660363;1;0
многоклеточный организм;0;6;0;0.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.1;0;0;0;1.0;0;-211855.57876261434;-258099.00417522303;1;0;49.401520466061584;21.14655693376706;1;0
как и;4143;19210;344;0.7391304347826086;1;45.15994663592573;45.159898904109106;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1.64759750739344;18.500127016797634;12.627492653437606;0.01790733992712129;-5.085055519840577;1.3795577137969567e-06;0;0.00038684719535783365;0;0;0.0001934610176049526;0;0;0;1.0;0;-84603.69913219771;-42219.38982035596;4;0.5930205173745998;129.32257938562753;13.81009805252479;0;0
кислород в;0;27729;0;0.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.0005959475566150178;0;0;0;1.0;0;-212350.33723707165;-258593.76264968034;2;53.557111367682104;123.38771620277669;70.69490573416654;1;0
над поль;315;172;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;1;-212845.09571152896;-259088.52112413757;1;2.055371598540432;93.20799807869838;20.99828086498993;1;0
в очередь;27729;495;62;0.30434782608695654;1;32.03104735220683;30.14932319996917;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.7111663831616784;13.619559003935429;5.469183107934859;0.002235926286559198;-7.830438535170646;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-157234.24318252882;-129296.88132484017;1;1.497485021793743;99.44848292329134;19.04307872016693;1;0
говорить что;273;5019;48;0.2608695652173913;1;28.011676110429562;25.250346615012354;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4.666383885265233;15.836308886707545;6.655368848493215;0.009563658099222952;-5.7846348455575205;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;1;-94103.0618417778;-85098.457606655;4;0.1891399467302512;113.21349014728195;5.036860875085859;0;0
нуклеиновый кислота;0;0;0;0.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.3795577137969567e-06;0;0.031746031746031744;0;0;0.016129032258064516;0;0;0;1.0;0;-213339.85418598625;-259583.27959859488;1;0;103.31661867421252;57.08369703543004;1;0
математический ожидание;64;114;0;0.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;2.7591154275939134e-06;0;0.031746031746031744;0;0;0.016129032258064516;0;0;0;1.414213562373095;0;-213834.61266044356;-260078.0380730522;1;0;105.3240055965293;59.5235648903908;1;0
фал и;1;19210;0;0.0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.00023820867079561695;0;0;0;1.0;0;-214329.37113490087;-260572.7965475095;2;0;73.6297404666201;31.866273070311077;1;0
доказать теорема;35;70;0;0.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;1;-214824.12960935818;-261067.5550219668;1;0;102.02399137966182;55.5742339422455;1;0
локальный переменный;384;1264;62;0.34782608695652173;0;28.435546639590257;26.553822487352594;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.532815817712055;18.441208438485805;7.788968054950677;0.0490506329113924;-3.732304216796343;2.7591154275939134e-06;0;0;0;0;0.2222222222222222;0;0;0;1.414213562373095;1;-48486.330496815055;-42714.14829481326;1;0;43.1960097856061;19.262417465527754;1;0
в сторона;27729;302;13;0.34782608695652173;1;5.962292037333441;1.2204877148549613;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17028976655778819;7.571169202839973;0.40142702848103223;0.00046882325363338024;-10.074295874537475;1.3795577137969567e-06;0;0.0011911852293031567;0;0;0.0005959475566150178;0;0;0;1.0;1;-221453.89316708595;-205654.60588274957;4;0.24685895746433179;117.92191058638343;6.533654030254949;0;0
метод гаусс;1178;4;0;0.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.0024813895781637717;0;0;0;1.0;0;-215318.88808381543;-261562.3134964241;1;0;22.59800489280305;14.682643562296871;1;0
значение в;3760;27729;170;0.5652173913043478;1;42.12336223082855;42.0778252255704;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.24112877731447693;15.059910649589881;2.00683123434128;0.00613076562443651;-6.533169385770794;1.3795577137969567e-06;0;0.047619047619047616;0;0;0.024390243902439025;0;0;0;1.0;0;-157729.00165698613;-129461.80081632592;4;28.292353178639083;136.0293266261376;72.33762354772882;1;0
анатомия и;0;19210;0;0.0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.02666666666666667;0;0;0.013513513513513514;0;0;0;1.0;0;-215813.64655827274;-262057.0719708814;1;0;49.401520466061584;21.14655693376706;1;0
более чем;1214;573;21;0.34782608695652173;1;9.631394829538635;4.9527738244018105;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4.451736143989612;13.236370989547133;4.373162744714085;0.01729818780889621;-5.41100649626273;1.3795577137969567e-06;0;0;0;0;0.0024813895781637717;0;0;0;1.0;0;-105878.31353386145;-108681.94488911948;4;2.8453877439632502;131.04669066835413;33.44088169453074;1;0
значение выражение;3760;1182;41;0.2608695652173913;1;23.926640010991918;20.6474413635386;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.74138349409899;13.456487503335158;5.4455923028283415;0.010904255319148936;-5.913327290710701;2.7591154275939134e-06;0;0.047619047619047616;0;0;0.024390243902439025;0;0;0;1.414213562373095;0;-122205.34319095223;-106043.23302534722;2;0;98.60467304298263;51.80026149047201;1;0
от бп;2364;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.008771929824561403;0;0;0;1.0;1;-216308.40503273002;-262551.8304453387;1;0;75.35002857683685;32.89087155431462;1;0
сосуд и;2;19210;0;0.0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.0016638935108153079;0;0;0;1.0;0;-216803.16350718733;-263046.588919796;1;2.5838957238793996;68.83426609912193;18.389163115660757;1;0
он должный;3994;1980;49;0.4782608695652174;0;15.696422392109023;13.005419189598806;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.1671692679277026;13.39658895615812;5.44147029319543;0.012268402603905859;-5.929771678195582;1.3795577137969567e-06;0;0;0;0;0.16666666666666666;0;0;0;1.0;1;-126361.31437639352;-104723.8770934611;4;0.22100414129980012;107.58130176188827;5.49864822765672;0;0
в программа;27729;4747;361;0.6086956521739131;1;77.83152792250709;77.83150400276917;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9913094801995138;17.983019533973856;9.442601105243554;0.013018861120126943;-5.491231302441022;1.3795577137969567e-06;0;0;0;0;0.00411522633744856;0;0;0;1.0;1;-101524.43895863723;-59371.01693487558;4;171.47671622108743;128.37685007273132;87.9254931371157;1;0
к который;5170;5920;114;0.6956521739130435;1;17.967295283230165;17.617646705681576;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4329227446695711;15.098702772999054;6.722504330694525;0.019256756756756758;-5.604081730884331;1.3795577137969567e-06;0;0.02702702702702703;0;0;0.0136986301369863;0;0;0;1.0;1;-107560.49234701626;-72564.57625373681;4;1.1715246435080362;128.01909574550672;20.961652507746777;1;0
грудной клетка;0;114;0;0.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.016129032258064516;0;0;0;1.0;0;-217297.92198164464;-263541.3473942533;1;0.2505595853458812;72.29777174698414;4.8561418001649574;0;0
то существовать;2963;585;8;0.08695652173913043;1;8.485582722828894;4.229740587184026;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1.7422270307913894;7.74222703079139;1.982987891019033;0.0026999662504218697;-7.792790294301064;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;0;-183258.5389389826;-173990.0635174826;3;0;106.35016433001356;60.81772037665061;1;0
х х;326;326;20;0.17391304347826086;0;15.193356893792611;10.474879886927866;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7.0918345426486455;15.73569073242337;4.439352095772854;0.06134969325153374;-4.026800059343715;1.3795577137969567e-06;0;0.006134969325153374;0;0;0.003076923076923077;0;0;0;1.0;0;-67188.20083130087;-74873.44913453754;3;0;122.47491371856435;86.44278009185885;1;0
при вызов;3967;1756;129;0.4782608695652174;0;41.32323446085845;41.11748168813135;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.746680199966054;17.769134710812562;10.511697139555157;0.03251827577514495;-4.4713286361257145;1.3795577137969567e-06;0;0.03773584905660377;0;0;0.019230769230769232;0;0;0;1.0;1;-66693.44235684357;-44528.26270115669;1;0;34.889846718234935;17.13964075131668;1;0
условие для;458;9362;8;0.21739130434782608;1;5.302062653452593;1.0462205178077246;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.4355579184145406;6.43555791841454;0.737066171785967;0.0008545182653279214;-9.261507309202056;1.3795577137969567e-06;0;0;0;0;0.013513513513513514;0;0;0;1.0;0;-216011.54994805568;-202191.2965615485;4;18.25952978208109;132.05902827064074;62.74072434458335;1;0
углекислый газ;0;0;0;0.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.3795577137969567e-06;0;0;0;0;0.1;0;0;0;1.0;0;-217792.68045610195;-264036.10586871055;1;0;75.35002857683685;32.89087155431462;1;0
и глубокий;19210;27;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.0016638935108153079;0;0;0;1.0;1;-218287.4389305592;-264530.86434316786;2;0.43916014279373194;92.90997815380578;8.47158303695732;0;0
круг кровообращение;27;0;0;0.0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;2.7591154275939134e-06;0;0;0;0;0.002793296089385475;0;0;0;1.0;0;-218782.19740501652;-265025.6228176252;2;0;0.0;11.72515448644698;1;0
по форма;3690;458;3;0.043478260869565216;1;4.085183508052778;1.3473165678722117;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.36371636789989253;3.5336413693422046;0.3859701283631558;0.0008130081300813008;-9.43323767809207;1.3795577137969567e-06;0;0.13333333333333333;0;0;0.07142857142857142;0;0;0;1.0;1;-223037.12028534926;-211921.54655920865;3;2.3898482189240298;113.1461257525268;26.7501232283716;1;0
найтись такой;19;3323;1;0.043478260869565216;1;1.3617278360175928;-0.009406977738234845;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5211646650878214;3.5211646650878214;0.9128988646240015;0.0003009328919650918;-10.706496018061188;1.3795577137969567e-06;0;0;0;0;0.016129032258064516;0;0;0;1.0;1;-204928.9601202122;-213240.90249109478;3;17.225971492529332;113.77647284486164;50.88332842822929;1;0
тело человек;458;330;0;0.0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;2.7591154275939134e-06;0;0;0;0;0.004975124378109453;0;0;0;1.414213562373095;0;-219276.95587947383;-265520.3812920825;2;2.861504355370575;105.01979193908262;26.908912516706987;1;0
то же;2963;1975;201;0.7391304347826086;1;26.387061842503115;26.373076953232182;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4.637934598489257;19.940037980847116;13.608016547376566;0.06783665204184948;-3.6186594299638535;1.3795577137969567e-06;0;0.2857142857142857;0;0;0.16666666666666666;0;0;0;1.0;0;-42054.4703288702;-19790.338978291857;4;0.7015539368271004;129.76718544361057;15.510744407947831;0;0
один инструкция;4721;821;39;0.34782608695652173;0;17.886876112000323;14.4535921220954;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.866649795703889;13.437454233428385;5.3887792604351175;0.008260961660665114;-6.1507887766191685;2.7591154275939134e-06;0;0;0;0;0.00411522633744856;0;0;0;1.414213562373095;0;-128043.49318954833;-113629.52963369242;1;0;34.889846718234935;17.13964075131668;1;0
класс можно;5099;2412;58;0.21739130434782608;0;38.439954237531296;36.33089079634822;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1.7733309368223666;13.48929292707751;5.387911584793977;0.011374779368503628;-6.016808287686554;1.3795577137969567e-06;0;0;0;0;0.16666666666666666;0;0;0;1.0;0;-130220.43047716042;-105548.47455088992;2;0;82.19772608704342;37.415519557502584;1;0
тогда если;478;4026;8;0.21739130434782608;0;5.302062653452593;1.0462205178077246;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1.5913644913213503;7.59136449132135;1.8897925497842898;0.001987083954297069;-8.13699111208023;1.3795577137969567e-06;0;0;0;0;0.0024813895781637717;0;0;0;1.0;0;-190482.01266605913;-180092.0847024559;3;6.577189115329381;106.46065800795617;36.63629915429745;1;0
поль на;172;8849;0;0.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;0;-219771.71435393108;-266015.13976653974;2;4.463092613973509;110.92386122045355;33.71546652181801;1;0
слово а;1640;4199;46;0.391304347826087;1;18.744325022600325;15.839320954642167;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2.2756145399399883;13.322738452054015;5.381612076208389;0.010954989283162658;-5.9879436397354695;1.3795577137969567e-06;0;0.0011911852293031567;0;0;0.0005959475566150178;0;0;0;1.0;0;-128241.39657933125;-108517.02539763371;3;3.152874782269005;124.88773255502643;33.27484608276143;1;0
и заканчиваться;19210;92;12;0.17391304347826086;0;9.116014136275567;4.424901018007043;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2.2991934023346925;9.469118403777005;2.760277013661484;0.0006246746486205101;-9.65150022065274;1.3795577137969567e-06;0;0;0;0;0.024390243902439025;0;0;0;1.0;0;-191075.72283540788;-178277.9702961125;4;5.950790151964678;95.72457456957738;31.629792443593786;1;0
в центральный;27729;83;3;0.043478260869565216;1;4.085183508052778;1.3473165678722117;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.08182214288399357;3.088102858558319;-0.1010719399469642;0.00010818998160770312;-12.178457373470932;1.3795577137969567e-06;0;0;0;0;0.1;0;0;0;1.0;1;-259055.53722584044;-242266.7329925895;4;2.348996112617636;119.02285740344672;27.883697485461486;1;0
не стать;6836;282;34;0.34782608695652173;1;15.593686866872076;11.77202619209992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.676337563398845;13.851263245899524;5.374860815747474;0.00497366881217086;-6.709793376259446;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;0;-130022.52708737753;-118247.27539529388;3;0.09824961649240185;99.50136106052956;2.516917188375168;0;0
частично упорядочить;32;93;2;0.08695652173913043;0;2.1213956807072236;-0.037491097279907404;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8.928203945115406;10.928203945115406;1.41131049040045;0.021505376344086023;-4.965784284662087;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;0;-104789.8448900554;-132100.51268009815;2;0;73.6297404666201;31.866273070311077;1;0
передний и;0;19210;0;0.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.016129032258064516;0;0;0;1.0;0;-220266.4728283884;-266509.89824099705;2;0.3758393780188218;73.71231956544295;6.716051476543286;0;0
начать от;212;2364;1;0.043478260869565216;0;1.3617278360175928;-0.009406977738234845;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.5324279814827069;0.5324279814827069;0.3086098196918068;0.00042301184433164127;-10.330916878114618;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-228281.5601145966;-218683.24571012505;3;0;58.36673352814901;24.411272356955962;1;0
